no,county,name,"name-for-sheet2site
sheet2site 連動","description
sheet2site 連動",座落區位,用地屬性,"link
sheet2site 連動","代表照片
sheet2site 連動",lat,lon,97x,97y,諮詢對象-民間/公部門,對策,行動類型,"Filter by this
sheet2site 連動",長版描述,"Detailed Description
sheet2site 連動","Button Text
sheet2site 連動",鄉鎮區,所有權單位,管理單位,國土利用調查代號,相關規範,縣市樹種推薦,LandScript-JPG,UnlimitedCitiesDIY-JPG,參考綠化案例,苗圃,植物園與環教場所,個案頁面連結,,推薦諮詢單位,單點多基地,Shape_Area,可種面積,再種植之面積,評估可再種植之面積
103,宜蘭縣,國道5號頭城出口,宜蘭縣-國道5號頭城出口,交通綠地提升綠覆品質,,交通綠地,https://www.facebook.com/media/set/?set=oa.3023378314447618&type=3,https://lh3.googleusercontent.com/Ym5m7Gy8knz-Nnay8nXk2LH7CpXMTa4YZ-xWIOLl1CfFvGhZLeAYrgcgdGRZ8YI2cW6uVIK899eygDrc23z_Qo3Pv_EHe0UZUcJZBuuhayfiB3SePwGsd4ReLXtJlHW47tfzLHqVk6DSrl5lqBSuV1xXXgY_8I8VoZR1tDEJYPk4Y2YPtz3AjLze0ctGEo_i4L8hJTCMEaAKBVj12n0cEv8yIvfX7Ar2b3WrroSk-V1Q_ASfwJNyKvNgOKryw0vVnK7BrFh--dAOS-MsEpPZrAbWd6oe-1rC-uUvzg_AOzgcLDzkLRUWqb7tCNyldX2m-rqiXewrpSzS9w6ewUYScs6F0RAjgBuv3QKCwMImiRTBmf_M756Xwf_u_H_85wjj1_rxuD4gGtrGx7mn-8QJ43xhRUe79cWpF50Y4ka-Crf40U_ikrdvoifxCmxNoNnfzrnRDpuhmla-8O9eMgtw2oOHobJ4UKZWLOAAZ98SKnhivKo5Q2v6vq9nClCB3DV68sukzXaJsum7iihcL0RGoPzxM_hLdFmitZsabixduiSSrFQK0mY0lT_NjigGsYu1ctryK-aN32GPYvPdeD2odGlxNCHEnfPphkltA6nZBQqWmY6nNQwrzpXZupm9e-fcJC92KJspBmdac-3vtgSR9UA0W_v4rniVncGlnMNnKJbiprl1y_yT-y39l5uLy98=w1179-h843-no?authuser=0,24.82858,121.7894624,,,,,【環境復育型】,"宜蘭縣,,交通綠地,,【環境復育型】",,交通綠地提升綠覆品質 ⦿ 管理單位：交通部高速公路局,相簿 與 討論區,宜蘭縣礁溪鄉,中華民國,交通部高速公路局,30301,(需協調公部門使用最新資料查找),"穗花棋盤腳,鐵釘樹",,,"(高公局「國道樹島示範區」植樹活動,https://tw.news.yahoo.com/%E9%AB%98%E5%85%AC%E5%B1%80%E4%B8%AD%E5%8D%80%E9%A4%8A%E8%AD%B7%E5%88%86%E5%B1%80%E9%96%8B%E5%95%9F%E5%9C%8B%E9%81%93%E5%BE%A9%E8%82%B2%E9%87%8C%E7%A8%8B%E7%A2%91-152642685.html)","(宜蘭縣 -苗木申請業務窗口,https://agri.e-land.gov.tw/Advanced_Search.aspx?q=%E8%8B%97%E6%9C%A8%E7%94%B3%E8%AB%8B),(羅東林區林管處-苗木申請業務窗口,https://luodong.forest.gov.tw/0000277),(東勢林區管理處-苗木申請業務窗口,https://dongshih.forest.gov.tw/seedlings)","(福山植物園,http://fushan.tfri.gov.tw/),(仁山植物園,https://renshan.e-land.gov.tw/Default.aspx),(五十二甲溼地,https://wetland-tw.tcd.gov.tw/tw/GuideContent.php?ID=66&secureChk=f106356c9b58a66de51a6a8b6c42f4c9)",http://tree.setnil.com/place/103/,,,,"261,590.59",0.5,0.35,"45,778.35"
104,宜蘭縣,渭水之丘,宜蘭縣-渭水之丘,山區生態修復,山坡地區,,https://www.facebook.com/media/set/?set=oa.3023378984447551&type=3,https://lh3.googleusercontent.com/KeNOKuiq7TI5vxxJKt-sKrdtI_9sTXk9HGojxWOeT44Vjc-OpLxtyC92ungyUhUnIBw4inifkKgXzssT4IoNERBwZjvgugtYv2pdDN9f3aveJHqhEN3BX5l6YOxmHi-eMy0S2qzXn0P_lfTo9zgFINg6DVZSdkoRogH6xaKq1U09Wy98qjTUYw072FDygwfFxf59TjtsrHrDtwewWDu-SfuK71K0cga2tdolt0z4_D0zZz1q4nR6L-IEb4TGR1LtKWo6LWCdnKD38TgWHwSoqNm6KaE4AD8wNKEV4w5t0OADATIxJa5Z_O085T_wygJPZV7reakJMgtdhjJX50fAZWiszL14dq_u484o7UIuKTfVBev6J_ONiEUWqzw61B6Eev-zrY9ngjlncsLtcbBFAWIPoCekZWHGInY5JFk-jggUr0QJEA5oMgS82K6SSZsywt-KwnXbKqvUBuwYnuWVzXRHGBnPDF1Iek8PRz8ax05iYxubSFqRr3EsFEXup1eh7r2LM_hljdJhFDt0Bu7DrVWMz5p114ReKk3Dwmko9v-SyJtgGdIvYp2FHfssoO4F_DUv67pmBIBZVqYNYXf045EBrnoC0ECgCgY_IgydBNfCY_-BRmir9oGzXxqwUmU4j_oWQWYoPJbrh1YdafF3YpNR58lgvk1c1AHAd4v04KqFgAeQg4dsoXp_sVozWYM=w1179-h843-no?authuser=0,24.8229678,121.7017218,,,,,【環境復育型】,"宜蘭縣,山坡地區,,,【環境復育型】",,山區生態修復 ⦿ 管理單位：(需協調公部門使用最新資料查找),相簿 與 討論區,宜蘭縣礁溪鄉,(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),,,,,"(宜蘭縣 -苗木申請業務窗口,https://agri.e-land.gov.tw/Advanced_Search.aspx?q=%E8%8B%97%E6%9C%A8%E7%94%B3%E8%AB%8B),(羅東林區林管處-苗木申請業務窗口,https://luodong.forest.gov.tw/0000277),(東勢林區管理處-苗木申請業務窗口,https://dongshih.forest.gov.tw/seedlings)","(福山植物園,http://fushan.tfri.gov.tw/),(仁山植物園,https://renshan.e-land.gov.tw/Default.aspx),(五十二甲溼地,https://wetland-tw.tcd.gov.tw/tw/GuideContent.php?ID=66&secureChk=f106356c9b58a66de51a6a8b6c42f4c9)",http://tree.setnil.com/place/104/,,,,"49,544.75",0.6,0.35,"10,404.40"
105,宜蘭縣,龍潭湖綠地,宜蘭縣-龍潭湖綠地,期待提出與樹木共融的設施-旅遊景點效益整合,,,https://www.facebook.com/media/set/?set=oa.3023379487780834&type=3,https://lh3.googleusercontent.com/GvBYKPRSp4VPICJ2yKP6LGgIUYJW6Y5vmGUiFN95lKlkTssDQaMisj3oLzyPj1Ve8X5W4RXtG9g4wjtaLvMCCrUZW52IrX722yKpeSJze9jJC7vtY85pc2Ppv-E8wGn15f6npdh6Hqa5wmbcMj8obrX9gW7vqTxzllBlHtADkpn-RfIJa3NlaucFeDC6HYujiyLG-am62OtRi3wanPgMPXdAPvXvwvcO_mVB2WO2MADT0mC_ByQX1qHlEyqTrwYgyVqyv21HmJMfC8VSaKaV5BIuCTkHV9MgKiDp119JRtH9BmB4oT2wZzHA0EvJzPrcGxzz7D-2bBosHDsKwb9bLYtpCxt7Eys865wJ82LFyoL7iMKLxIyLE-xdLkOrRXfKGcQ5EQbsa86HKVJWd-h8Up5D4RQk08JWKpwo0pKnx2v9XwRsX98tGMboOQiIMdY-5xAgTb_NFUxjVfrJpdtKLXxqhYnf_2OGXhOBJWVu2FJyXtU8aSCpVGxA_6-3WFm2_9ddOd78KCjOxypBKYHDcDvdIvoe03YFUy_p5l9U2RW8R2owGTvm1lz8SA-loPyKnS2LuzLE7R4AP_9sZaQKSDTIwlpXpUZopmfW69yWtlSE1N_ElGuHTlk91H8-htMyHzBy0QQpgza5ucCaGvPqS7b2zqPmJEOO1GUUCDmKrT5LTAw1meUVMFkaXhBSqG4=w1179-h843-no?authuser=0,24.7921604,121.7410421,,,,,【環境復育型】,"宜蘭縣,,,,【環境復育型】",,期待提出與樹木共融的設施-旅遊景點效益整合 ⦿ 管理單位：(需協調公部門使用最新資料查找),相簿 與 討論區,宜蘭縣礁溪鄉,(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),"穗花棋盤腳,鐵釘樹",,,,"(宜蘭縣 -苗木申請業務窗口,https://agri.e-land.gov.tw/Advanced_Search.aspx?q=%E8%8B%97%E6%9C%A8%E7%94%B3%E8%AB%8B),(羅東林區林管處-苗木申請業務窗口,https://luodong.forest.gov.tw/0000277),(東勢林區管理處-苗木申請業務窗口,https://dongshih.forest.gov.tw/seedlings)","(福山植物園,http://fushan.tfri.gov.tw/),(仁山植物園,https://renshan.e-land.gov.tw/Default.aspx),(五十二甲溼地,https://wetland-tw.tcd.gov.tw/tw/GuideContent.php?ID=66&secureChk=f106356c9b58a66de51a6a8b6c42f4c9)",http://tree.setnil.com/place/105/,,,,"39,873.99",0.5,0.35,"6,977.95"
106,宜蘭縣,羅東運動公園,宜蘭縣-羅東運動公園,期待提出與樹木共融的設施-增加喬木或複層植栽,,公園綠地,https://www.facebook.com/media/set/?set=oa.3023380157780767&type=3,https://lh3.googleusercontent.com/1jRjm7_2ob6wBtb7uj7RETzUWGO3YHW59pPfr35jm5z9SzabLYG-Qk28bsWMyguB9T9F5rhLJao-xpKnwaoaaHd52eMIRnqWVm7GqLH9PYknu63cbeMIhnJsBjgNv-oie6G474cWeqIquNFveRO_jSjcSWSMd8jpQx2b5NY4OU3qo6PozQUZmFfGzGGJ3cBUWEcFQl5UZ8zZsCeDPVTOPRh72nKaeae0kmouvORFVc29MoeX2I_E2HTe134INW5sGl3WCaYjVFbNyl8gMZB4KNPmeGiPdRfSwK0bdF4W8x77VtKtJIDH98ZsvizmnRuTDXG-nHdFL0aRl7xAacn_wK2QkxKJXVWEkufUK2SDjhFM-mo8ctjL3HNWGTOnw7_kur2vDC2pzSFRrWcbdSMsMhkmM1VeWVs5evqNaaAtjRViTAgdawnOVqqunyIfr2EybdZ2OBNRPk7YcEAfwCYCRqfozuyea0LXBEQ0pTi1qukVXlEhj-ehTyulCkEYp9jKA9APAgpuYyHojOoaGBZRjUfeNmZoiqZCSkADvArit4qhahM57OcdQDvpNHqaNSZap2qX0AYpJwu7rkbBQOz6qnIPK5SLrkIjw6JjAczVYllBMxyTB0FZXd2_gXe0bcmw5GSR3gxJhG-Qs4c190ezToQKKevS624igQ8_D6fZleTC3JvVzgzy8va3Ifo3kFk=w1179-h843-no?authuser=0,24.6810767,121.7545327,,,,,【願景蒐集型】,"宜蘭縣,,公園綠地,,【願景蒐集型】",,期待提出與樹木共融的設施-增加喬木或複層植栽 ⦿ 管理單位：宜蘭縣立體育場,相簿 與 討論區,宜蘭縣羅東鎮,宜蘭縣,宜蘭縣立體育場,70201,(需協調公部門使用最新資料查找),"穗花棋盤腳,鐵釘樹",,,,"(宜蘭縣 -苗木申請業務窗口,https://agri.e-land.gov.tw/Advanced_Search.aspx?q=%E8%8B%97%E6%9C%A8%E7%94%B3%E8%AB%8B),(羅東林區林管處-苗木申請業務窗口,https://luodong.forest.gov.tw/0000277),(東勢林區管理處-苗木申請業務窗口,https://dongshih.forest.gov.tw/seedlings)","(福山植物園,http://fushan.tfri.gov.tw/),(仁山植物園,https://renshan.e-land.gov.tw/Default.aspx),(五十二甲溼地,https://wetland-tw.tcd.gov.tw/tw/GuideContent.php?ID=66&secureChk=f106356c9b58a66de51a6a8b6c42f4c9)",http://tree.setnil.com/place/106/,,,,"439,138.48",0.5,0.35,"76,849.23"
107,宜蘭縣,利澤工業區公園植群的環境經營發想,宜蘭縣-利澤工業區公園植群的環境經營發想,期待提出與樹木共融的設施,工業區,公園綠地,https://www.facebook.com/media/set/?set=oa.3023380674447382&type=3,https://lh3.googleusercontent.com/i9KTtjD49B2QlHE4YIJPksgsNeG9I2ZHQKRtOGyXebhkOo4fpaJmgh5UZk99rO0GmPhIeQctyi2G2LikARaARPpkzjU-V0QU8FpxHgNmxK_NieHgGz-UVlmsqiJF_Sv9PKYZgDRaQ1lrpILZQ-VoQoT7NBqdtOH26UtnDTeu4U5xIFgVOJ-MZw9iaKiC0V9J60STQOE5ndRVgk_wr9VmPha2DBrJN1qL7GdicqdbaEQ1FUETwLixvfoh-XeH_fUUnDI8Pl9PTTKnYDAbwd50mbsAc0Ha9RUqbOLHbQghGQjnxuIQ-3t66ObVB60hrZqhKHPKBSp36FHeRHwMBRIzi8aZznXXqqI_uX721FSiadL9EknoGwvNRgk17ckebwo96EUx2wawsOKmQMCrye3sqAg6GJBD_L6L1WcYes7R_26dEH-BW1koDeOgPKUYG5xIdes3xV51BRiA4RtsyAJcH7XIxNLgELH4fcloialbrJTUH2vDsZBSvcI0oLxdQUKJPUa-B0Mrf71OaNQC6YVDbJg_1BJtLTIpwc-3UWoxBb1sC8FThHpsE_jnZC-3YC3OSzAF4V8_3IVtjli4C_7vv6H6XjKk8eF2kX34IXBIVZbw5TwoNDHIshv-y4MVYVVRq2MxYv-nRgaP8W40e_zG8kyibEyx1TazTpuF8af1YhEobaWpfWgdsMTnlOU-fBQ=w1179-h843-no?authuser=0,24.650063,121.8358967,,,,,【願景蒐集型】,"宜蘭縣,工業區,公園綠地,,【願景蒐集型】",,期待提出與樹木共融的設施 ⦿ 管理單位：經濟部,相簿 與 討論區,宜蘭縣五結鄉,中華民國,經濟部,70201,(需協調公部門使用最新資料查找),"穗花棋盤腳,鐵釘樹",,,"(新北四號公園韌性都市林計畫,https://www.tfri.gov.tw/main/news_in.aspx?mnuid=5425&modid=529&nid=30214),(工業區綠化技術手冊,https://taiwanebook.ncl.edu.tw/en/book/NCL-9910002130/reader)","(宜蘭縣 -苗木申請業務窗口,https://agri.e-land.gov.tw/Advanced_Search.aspx?q=%E8%8B%97%E6%9C%A8%E7%94%B3%E8%AB%8B),(羅東林區林管處-苗木申請業務窗口,https://luodong.forest.gov.tw/0000277),(東勢林區管理處-苗木申請業務窗口,https://dongshih.forest.gov.tw/seedlings)","(福山植物園,http://fushan.tfri.gov.tw/),(仁山植物園,https://renshan.e-land.gov.tw/Default.aspx),(五十二甲溼地,https://wetland-tw.tcd.gov.tw/tw/GuideContent.php?ID=66&secureChk=f106356c9b58a66de51a6a8b6c42f4c9)",http://tree.setnil.com/place/107/,,,V,"90,980.18",0.5,0.35,"15,921.53"
108,宜蘭縣,榮民總醫院蘇澳分院,宜蘭縣-榮民總醫院蘇澳分院,期待提出與樹木共融的設施-環境療癒,,園區綠地,https://www.facebook.com/media/set/?set=oa.3023381537780629&type=3,https://lh3.googleusercontent.com/26QKk4XLEeuA-miAeqWSpJxOxdQInN0hnnVLQOG-q9th7TSPPYzMC4nbejvBdVx5-_riCX3P116Rl5Eur2BCfi5Ubzn3PwiNFevozTgUSDzHIZZ3Sae8t_mpfPPOzWzjNAjAi1gmddQeJBYcRHobChOoIKS42TB4fW_4DIwb3HGjapXFyJZHCjE36CDdXoyDbreR4vVyiAq7uSDO7M1P2RgKTH4Qnl-KvTAD-lfikclkhouXmrkXrDOJ0SgC-2aK9VVT3PfSAS2ynzj2YtNLiZtPfPQcHdmGr4jjyIw88C8hl-sEvlnR41i88OHDFs9qxGfpzORJMLkwqEtBXpgkpiJ1kIxXnKm66c9RaE4T4tWfh5tuf861VmdEx5c3uUuIDJani_Q9Ohheb4XAK0DLDIh0eXpfe_vRrQVTVbTKHz8MesKk2xTuZH7tUrakJBkJlo7OGjwcj8OKSJWFFs2p7OcHomLdCoG4Y49GCM7mcXb6F0D_xWe8oMJU3t_TudecMG4y0MVbg--6OOXjTtE3RdXi6uX6J1ae9vpgFrZV0rCgwntj7kao8xWdh1no4NgUwhX1tgWCXSuBjLy5GGPzdmYBCCulGQdWfdCdMgUR-wiFXs2hIYqSk5Qmo1uNtWLif1Py8qCAOW4pFrkz4tiaDQGAASQT9DTuapMTBNhro6_aHPd6WlIsEPK7XxrwjKM=w1179-h843-no?authuser=0,24.6150853,121.8481321,,,,,【願景蒐集型】,"宜蘭縣,,園區綠地,,【願景蒐集型】",,期待提出與樹木共融的設施-環境療癒 ⦿ 管理單位：臺北榮民總醫院,相簿 與 討論區,宜蘭縣蘇澳鎮,中華民國,臺北榮民總醫院,60300,(需協調公部門使用最新資料查找),"穗花棋盤腳,鐵釘樹",,,"(高雄長庚紀念醫院院區綠化經驗,https://vision.udn.com/vision/story/121349/4634349)","(宜蘭縣 -苗木申請業務窗口,https://agri.e-land.gov.tw/Advanced_Search.aspx?q=%E8%8B%97%E6%9C%A8%E7%94%B3%E8%AB%8B),(羅東林區林管處-苗木申請業務窗口,https://luodong.forest.gov.tw/0000277),(東勢林區管理處-苗木申請業務窗口,https://dongshih.forest.gov.tw/seedlings)","(福山植物園,http://fushan.tfri.gov.tw/),(仁山植物園,https://renshan.e-land.gov.tw/Default.aspx),(五十二甲溼地,https://wetland-tw.tcd.gov.tw/tw/GuideContent.php?ID=66&secureChk=f106356c9b58a66de51a6a8b6c42f4c9)",http://tree.setnil.com/place/108/,,,,"86,756.39",0.1,0.35,"3,036.47"
109,宜蘭縣,武荖坑公園,宜蘭縣-武荖坑公園,山區生態修復-期待提出與樹木共融的設施-旅遊景點效益整合,山坡地區,,https://www.facebook.com/media/set/?set=oa.3023382184447231&type=3,https://lh3.googleusercontent.com/5DpLq78VtLuE74RosHRxGEHaCW2rsb5C-8lTs57GqT3YOYLnU07E7JtDMxa54YNix25TrlLSgtIOZZx7L0uBZaMoT5HoJmOpU2GobsUhqhlO7gZqjAk3xoW89eSj88KmaSr-1cs2YNCjj8mYPNvpEmpZXgxbCAQDGr_3UJ-Bx0pKCsrffQAV55k6F7J4aMyj1lpxQz5kvdw9c0LBxb6ESUmSwU-6ySMxBeYrhinEQ_1pJH-nwJtNLazYi_HKKlHcm8_cne5Iu2EoW5wBv_HaeslIAB6OWuCcpQIprKkFDLfomcF-AB7VQ7Lnogx-BUuJns-z-Aoe5wW60w10ZdwAhf_PLTkzkTSLsRMuJL9FcdNIS-LfgzCma0c1m3P5ARSTBVwy9AoRyzVKCBgnQd0CKnD5-b5_1a8IPXxEZy5a6_mRXgx4agK6Htcnn4OQXBpkMNvMSXzjgwN6ZAzdMQ67Q7HhSHtNEpwsPP7aHH8M9Waq28aEZ0g3kHZXzGchYJUA_0OnvKRYSWdQADl9h4MmL9_Qe9e7n7X3o5z4vxcdlycKEMfwpZ0v7xPQsKhvftePni8NxoBh0-VHFeDlpx2tWALgaWRbv1nE9PsVz89rfbUkB6JAOCZ2YXL6t9va18DA9O8mukXQkA9JrwpZCpZC21AdglbznfMsmOID6Z_vqsp2NT9jn8XegjNFwLFrENE=w1179-h843-no?authuser=0,24.6075744,121.8169569,,,,,【環境復育型】,"宜蘭縣,山坡地區,,,【環境復育型】",,山區生態修復-期待提出與樹木共融的設施-旅遊景點效益整合 ⦿ 管理單位：宜蘭縣政府,相簿 與 討論區,宜蘭縣蘇澳鎮,蘇澳鎮,宜蘭縣政府,70201,(需協調公部門使用最新資料查找),,,,,"(宜蘭縣 -苗木申請業務窗口,https://agri.e-land.gov.tw/Advanced_Search.aspx?q=%E8%8B%97%E6%9C%A8%E7%94%B3%E8%AB%8B),(羅東林區林管處-苗木申請業務窗口,https://luodong.forest.gov.tw/0000277),(東勢林區管理處-苗木申請業務窗口,https://dongshih.forest.gov.tw/seedlings)","(福山植物園,http://fushan.tfri.gov.tw/),(仁山植物園,https://renshan.e-land.gov.tw/Default.aspx),(五十二甲溼地,https://wetland-tw.tcd.gov.tw/tw/GuideContent.php?ID=66&secureChk=f106356c9b58a66de51a6a8b6c42f4c9)",http://tree.setnil.com/place/109/,,,,"22,416.68",0.6,0.35,"4,707.50"
110,花蓮縣,七星潭海濱公園,花蓮縣-七星潭海濱公園,海岸區位植群營造,海岸-太平洋,,https://www.facebook.com/media/set/?set=oa.3023382801113836&type=3,https://lh3.googleusercontent.com/To-lV6XUKRwhWjJxF_4peek0n9doWeBi73Jcfescr01ydFGhx2-wM9JB7OkJZYJcPNcO6o94nUOUjvE2A9Q4n2TO9Bhi2_C4JnAKMJ7u1Dsy8wvOD3QcDt-kXtH4zDX9OpRxVQMjk7IY7hkOPoibMuABayQ3UiStZ3LNs-BZdBuIDiD948w7MXGt6ymPSq80Gh7JenS0dfi4oAfwFCep1r-L9793tUy7VN0-caChFyfp6AX-ZJO9nf_FtnGgtyJ4wAv_52ByQ3u-TxJCMSjqvqTjVxVKv_BdF3WZpkGu701kgiMBDkhpJaNe-rt6KM3btUQ9MFQ_xVMTy3TMbuwsT50AqI_qr4cSDTjb4LdNr-dMmRpPky9TzgKYR4zovNa4jaIYhWCtqaNrNdezjadaoO4-7q7D_ia1tIa5jzv_9Py_1SYoWSuHhKKmeU4eU6ce3axK2nsjCD1G24zGgCDMCG-nwU2ndaNm_MUu8d5C5x-_henXoKjJoKlxZ7riXfsE1UTaTVTSz-3Sg26-nvoRExOXmZztLqMBakD7-nskLpQP695Hj72_fWnsuIiHgk27Rkr-MB5nb6_bd0fMHn6IJZd9s2pHZay8wxQjlq0Gu7oldh1fr0nlh7nP0o1TiJEDbZK39T267N9R0Cn_THBnLgZUsP-yk7B4QxYX4Oq-fg9J1ddKpM1FI2W4I3DSvTg=w1179-h843-no?authuser=0,24.0299896,121.6275113,,,,,【環境復育型】,"花蓮縣,海岸-太平洋,,,【環境復育型】",,海岸區位植群營造 ⦿ 管理單位：花蓮縣政府,相簿 與 討論區,花蓮縣新城鄉,中華民國,花蓮縣政府,70202,(需協調公部門使用最新資料查找),,,,,"(南埔苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),(花蓮縣 -苗木申請業務窗口,http://lam.hl.gov.tw/hadd/index.aspx?unit=download&p=10&index=1),(花蓮林區管理處-苗木申請業務窗口,https://hualien.forest.gov.tw/0000183)",,http://tree.setnil.com/place/110/,,,,"119,265.37",0.2,0.35,"8,348.58"
111,花蓮縣,勞工運動公園,花蓮縣-勞工運動公園,期待提出與樹木共融的設施,,公園綠地,https://www.facebook.com/media/set/?set=oa.3023383477780435&type=3,https://lh3.googleusercontent.com/SpTiVcSuSQCyLRpJRVNjai3gc5t0Do10JgbngpR3BwXyR2A13QtBXANBDRwYrBWcO6mMfZ47mA7ZyvGMlVLF47rhZGdepdf9aZZjXSG9CJtCKKMfIzBc3msZxnwe__2XNFc6aai8F1ZTQpaa0ycXaX28FOSFy9fDCITcWwe4B8HlK4ky-xGeV0tmqAASNd6J7N35tBm-atVyHjczdS2QNhlNed1u5-j4pSn95YV-lnv2xgc-67PKQwzX916clN_WerOFi3hyS2LK2s-pU0dcf1wUiAwJDo7jwvjJJ1joOA2kcnUUjOsX42et6F9qnuCoDjNwoGrNwdqBEKmbHUTv2yKUIBZOI_blg97qvRi1E66PCkwZYTyvzlurb6RBi8C_adxuf_Df54HL5blswSm0p_GwW_ybIm6syKt45bW6SYV_u9tosFOFDLs8S422CgVcyr6shP_1aoPBeUvS0fd4f_Gqvez_pDlFO_8ShXjI8QwoxRuktFRHKxIFWHchk2ZCrEwTYS9RhRTyxpVaztwJLuXVrq4CP1naVXKHSmIZtCasCv47_YL6s5rgGpNsAJwi-CQbZ_-hWtkMWAG0_d5Ciq6smtXt1rTcWOXfptFVq1dtN9p9sVOA57RkaT7H08UyfNPexWrFGTHk-yxA_Ww5QfFqyw-TDJlkGwB9x0gQ5bcgwJr5YGOcYP-r9bwuK58=w1179-h843-no?authuser=0,24.004411,121.6331775,,,,,【願景蒐集型】,"花蓮縣,,公園綠地,,【願景蒐集型】",,期待提出與樹木共融的設施 ⦿ 管理單位：花蓮縣花蓮市公所,相簿 與 討論區,花蓮縣花蓮市,花蓮市,花蓮縣花蓮市公所,(需協調公部門使用最新資料查找),變更花蓮都市計畫(第二次通盤檢討)-廣場兼停車場用地,"太魯閣櫟,細葉蚊母樹,光臘樹",,,"(宜蘭縣-蘭陽博物館停車場,https://lh3.googleusercontent.com/pw/ACtC-3dvkkFN-dcLwaWZiYGRDc_ziQgsGgVTEJe1iFT9JMBOJVM2WqlFEe-e7tzLkG8BEiqW6wFQHAbz6ko34AxdiYGSdeWffkts3SO-IP2RG95ofcZr10AEmbIG9xYBMaxQrtlsz1jYct8mgO5pw6yrM3ZB3A=w1236-h822-no?authuser=0),(嘉義縣-中正大學管理學院停車場,https://bit.ly/2Dx63JG)","(南埔苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),(花蓮縣 -苗木申請業務窗口,http://lam.hl.gov.tw/hadd/index.aspx?unit=download&p=10&index=1),(花蓮林區管理處-苗木申請業務窗口,https://hualien.forest.gov.tw/0000183)",,http://tree.setnil.com/place/111/,,,,"4,474.40",0.5,0.35,783.02
112,花蓮縣,海濱公園,花蓮縣-海濱公園,海岸區位植群營造,海岸-太平洋,公園綠地,https://www.facebook.com/media/set/?set=oa.3023384247780358&type=3,https://lh3.googleusercontent.com/N9Mhm8jJaZJBrvPSd6XaXRWn8WLiJDPK4aTfAvmV7fB1oBjqsioBVEUVV-L3oWxBhkD3UfOgAFV2l1xZGVxzTa22D4gw-cFw_D-X8D2qYGtqA1WBMP_gmhNZl3JwdO9x-7hN-fuLT21QCa0o6GPDqpfinb8F2oMdp4o07jseH30XL7VWEui0ojOJvvd--52uqT95q8EOTv0FntiKRswAxoPPZip3yFqX95qr_VmL5BxAWlWiBkzPmmUPDNJsyo-c17d6ebt2RdAqOKib2lBXXiYXBYpIJBnOX_MvmW5R7jsSm9fSSuzD0YmNDN4Askum3AkT_dakrWd0GW5wXXu6-EQWAjTvHCDq8Fg81ZFy090qmAsSpEZNCKOIW3n40i40lVReROLp5Ynh-mVtOJSgpI32pI8kcwYGIQo-oaiUxj2B8ws-d3HHI8nfoxw_4S3KaR_LxKDv_nUrhjaREAvGjZgGlRSckoH-O1OnRNlnNilBypvgf_uwZN1VyfJneCiGc9EtSWyydqydqoDMSTian6aRmZoPCmINJ_SMYpOnCn2co7LuBG8Oot8V9IIVfK2POrOf_73Lqj5luEW7RglHGfePLm3wd7U6aTOV7xb9j0uVJZwQI-fjwab3RycCNlvHTI7Ffhyd3IFpD4cDci32VseGATmglAGPcDrw-KvwufuygZKo4qwue3HW_mILmZI=w1179-h843-no?authuser=0,23.9656877,121.6095722,,,https://www.facebook.com/218430544862181/posts/3213889998649539/,,【環境復育型】,"花蓮縣,海岸-太平洋,公園綠地,,【環境復育型】",,海岸區位植群營造 ⦿ 洽詢單位：https://www.facebook.com/218430544862181/posts/3213889998649539/ ⦿ 管理單位：花蓮縣花蓮市公所,相簿 與 討論區,花蓮縣花蓮市,花蓮市,花蓮縣花蓮市公所,70201,(需協調公部門使用最新資料查找),"太魯閣櫟,細葉蚊母樹,光臘樹",,,,"(南埔苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),(花蓮縣 -苗木申請業務窗口,http://lam.hl.gov.tw/hadd/index.aspx?unit=download&p=10&index=1),(花蓮林區管理處-苗木申請業務窗口,https://hualien.forest.gov.tw/0000183)",,http://tree.setnil.com/place/112/,,,,"109,135.20",0.2,0.35,"7,639.46"
